p,n29_P接收,n22_P接收
0.132,0.016484357709545202,0.04440521262019069
0.133,0.015942404599226932,0.04329324553369845
0.134,0.01541767435637209,0.042207888284595534
0.135,0.014909638597132997,0.041148533718026264
0.136,0.014417784565480162,0.040114587854940015
0.137,0.01394161468825399,0.039105469620902854
0.138,0.013480646142392012,0.03812061058018672
0.139,0.013034410434012012,0.03715945467503948
0.14,0.012602452989039429,0.03622145797004076
0.14100000000000001,0.012184332755075241,0.03530608840145003
0.14200000000000002,0.011779621814208231,0.034412825531455096
0.14300000000000002,0.011387905006482985,0.033541160307230714
0.14400000000000002,0.011008779563742244,0.03269059482471869
0.145,0.010641854753569392,0.03186064209704216
0.146,0.010286751533063751,0.031050825827468445
0.147,0.009943102212188182,0.03026068018683638
0.148,0.009610550126435054,0.02948974959536523
0.149,0.00928874931856311,0.028737588508764053
0.15,0.008977364229164097,0.028003761208561607
0.151,0.008676069395824054,0.02728784159657826
0.152,0.008384549160650304,0.026589412993462923
0.153,0.00810249738594087,0.025908067941219148
0.154,0.007829617177778877,0.02524340800964599
0.155,0.007565620617339997,0.02459504360662054
0.156,0.007310228499706402,0.02396259379215022
0.157,0.00706317007998607,0.023345686096124328
0.158,0.00682418282654135,0.0227439563396954
0.159,0.006593012181135812,0.022157048460222373
0.16,0.006369411325813279,0.021584614339708538
0.161,0.006153140956327742,0.02102631363666855
0.162,0.005943969061947539,0.020481813621359986
0.163,0.005741670711461729,0.019950789014315913
0.164,0.005546027845221068,0.01943292182811619
0.165,0.005356829073050279,0.018927901212336326
0.166,0.005173869477872594,0.0184354233016137
0.167,0.004996950424891645,0.01795519106677211
0.168,0.004825879376179796,0.017486914168946693
0.169,0.0046604697105259545,0.0170303088166521
0.17,0.004500540548399724,0.016585097625738166
0.171,0.004345916581892453,0.01615100948217791
0.17200000000000001,0.004196427909499434,0.015727779407634025
0.17300000000000001,0.004051909875611015,0.01531514842775077
0.17400000000000002,0.0039122029145838375,0.014912863443119246
0.17500000000000002,0.0037771523992668208,0.014520677102864874
0.176,0.003646608493859787,0.014138347680806938
0.177,0.0035204260109857233,0.013765638954140591
0.178,0.003398464272861217,0.013402320084593782
0.179,0.003280586976451731,0.013048165502009858
0.18,0.0031666620625027545,0.012702954790311442
0.181,0.0030565615883391037,0.012366472575797233
0.182,0.0029501616043291694,0.012038508417729193
0.183,0.0028473420339119983,0.011718856701163493
0.184,0.002747986557089386,0.01140731653198418
0.185,0.002651982497286223,0.011103691634094618
0.186,0.0025592207114863664,0.01080779024872715
0.187,0.00246959548355237,0.01051942503582767
0.188,0.0023830044206412005,0.01023841297747693
0.189,0.0022993483526290897,0.009964575283306885
0.19,0.002218531234462265,0.00969773729787525
0.191,0.002140460051351296,0.00943772840995811
0.192,0.0020650447267301702,0.00918438196372505
0.193,0.0019921980329021876,0.00893753517175815
0.194,0.001921835504297955,0.008697029029880572
0.195,0.0018538753532716886,0.008462708233757511
0.196,0.0017882383883650631,0.008234421097236454
0.197,0.0017248479349687338,0.008012019472390908
0.198,0.0016636297583145186,0.007795358671235748
0.199,0.0016045119887320909,0.007584297389079638
0.2,0.0015474250491067279,0.00737869762948383
0.201,0.0014923015844754968,0.007178424630794111
0.202,0.0014390763937018032,0.0069833467942162775
0.203,0.001387686363169035,0.0067933356134031566
0.20400000000000001,0.001338070402436433,0.006608265605524624
0.20500000000000002,0.0012901693818011006,0.006428014243789842
0.20600000000000002,0.0012439260717123275,0.00625246189139419
0.20700000000000002,0.001199285083985155,0.006081491736861275
0.20800000000000002,0.001156192814762247,0.005914989730753483
0.209,0.0011145973891738567,0.0057528445237226
0.21,0.0010744486076476637,0.005594947405874814
0.211,0.0010356978938210785,0.00544119224742304
0.212,0.000998298244010229,0.005291475440601225
0.213,0.0009622041781909545,0.0051456958428152235
0.214,0.0009273716924484005,0.005003754721005428
0.215,0.0008937582128529951,0.004865555697196846
0.216,0.0008613225507217525,0.004731004695212714
0.217,0.0008300248592249764,0.00460000988852824
0.218,0.000799826591299543,0.00447248164924147
0.219,0.0007706904588310136,0.004348332498138732
0.22,0.0007425803930678713,0.0042274770558325386
0.221,0.0007154615062321933,0.00410983199495022
0.222,0.0006893000542920624,0.003995315993352029
0.223,0.0006640634008619813,0.0038838496883577957
0.224,0.0006397199821984954,0.0037753556319616586
0.225,0.000616239273259139,0.003669758247014775
0.226,0.000593591754793714,0.0035669837843562827
0.227,0.0005717488814377684,0.003466960280873185
0.228,0.0005506830507789915,0.003369617518470182
0.229,0.000530367573368057,0.0032748869839308507
0.23,0.0005107766436462449,0.003182701829651922
0.231,0.00049188531176295,0.003092996835232752
0.232,0.0004736694562569393,0.0030057083699024487
0.233,0.0004561057575759557,0.0029207743557674213
0.234,0.0004391716724099825,0.002838134231862487
0.23500000000000001,0.0004228454088141778,0.0027577289189889653
0.23600000000000002,0.0004071059020981656,0.00267950078532353
0.23700000000000002,0.0003919327914590304,0.0026033936127818963
0.23800000000000002,0.00037730639733600307,0.002529352564121728
0.23900000000000002,0.00036320769946544855,0.0024573241507694584
0.24,0.0003496183156153759,0.002387256201356007
0.241,0.0003365204809792785,0.002319097830946678
0.242,0.00032389702820968916,0.002252799410950802
0.243,0.0003117313680723929,0.002188312539696974
0.244,0.0003000074707027842,0.0021255900136600107
0.245,0.0002887098474463836,0.002064585799326022
0.246,0.0002778235332660452,0.002005255005682263
0.247,0.00026733406969888364,0.0019475538573186905
0.248,0.00025722748834643876,0.0018914396681284043
0.249,0.0002474902948820683,0.001836870815594408
0.25,0.00023810945356001964,0.0017838067156503712
0.251,0.0002290723722110782,0.0017322077981033164
0.252,0.00022036688771012782,0.0016820354826063949
0.253,0.0002119812519013792,0.0016332521551701458
0.254,0.00020390411796743636,0.0015858211452008692
0.255,0.00019612452722876978,0.0015397067030549596
0.256,0.00018863189636055553,0.0014948739780982806
0.257,0.00018141600501421674,0.0014512889972598637
0.258,0.00017446698383137321,0.0014089186440694402
0.259,0.0001677753028382615,0.0013677306381685197
0.26,0.00016133176020903634,0.001327693515284928
0.261,0.00015512747138670207,0.0012887766076609315
0.262,0.00014915385855075166,0.00125095002492526
0.263,0.00014340264042091004,0.0012141846353995436
0.264,0.00013786582238668952,0.0011784520478298616
0.265,0.00013253568695276662,0.0011437245935342973
0.266,0.00012740478449048314,0.001109975308957566
0.267,0.00012246592428605962,0.0010771779186239706
0.268,0.000117712165876386,0.0010453068184801153
0.269,0.00011313681066352478,0.0010143370596189724
0.27,0.0001087333937993221,0.000984244332377084
0.271,0.00010449567633177824,0.0009550049507968247
0.272,0.00010041763760507496,0.0009265958374458391
0.273,9.649346790539809e-05,0.0008989945085859064
0.274,9.271756134492656e-05,0.0008721790596836575
0.275,8.908450897658657e-05,0.0008461281512557162
0.276,8.558909213238914e-05,0.000820820995040991
0.277,8.222627597838387e-05,0.0007962373404929899
0.278,7.899120327946949e-05,0.0007723574615851795
0.279,7.58791883675039e-05,0.0007491621439225492
0.28,7.28857113063526e-05,0.000726632672152685
0.281,7.000641224770489e-05,0.0007047508176697925
0.28200000000000003,6.723708597167297e-05,0.0006834988266052433
0.28300000000000003,6.457367660636794e-05,0.0006628594080983536
0.28400000000000003,6.20122725208226e-05,0.0006428157228412319
0.28500000000000003,5.954910138579958e-05,0.0006233513718916594
0.28600000000000003,5.718052539718883e-05,0.0006044503857480927
0.28700000000000003,5.490303665685807e-05,0.0005860972136810017
0.28800000000000003,5.2713252705975566e-05,0.0005682767133148711
0.289,5.060791220597541e-05,0.0005509741404553204
0.29,4.85838707624806e-05,0.0005341751391558909
0.291,4.663809688764767e-05,0.0005178657320192206
0.292,4.47676680965207e-05,0.0005020323107273155
0.293,4.296976713313849e-05,0.0004866616267959232
0.294,4.12416783222429e-05,0.00047174078254789444
0.295,3.958078404258968e-05,0.00045725722230075867
0.296,3.7984561317959515e-05,0.0004431987237636123
0.297,3.645057852211165e-05,0.00042955338963873957
0.298,3.4976492194013674e-05,0.00041630963942327167
0.299,3.3560043959816694e-05,0.0004034562014064931
0.3,3.219905755813174e-05,0.00039098210485829826
0.301,3.089143596529044e-05,0.000378876672404588
0.302,2.9635158617355202e-05,0.00036712951258529984
0.303,2.8428278725763264e-05,0.0003557305125910357
0.304,2.7268920683567037e-05,0.0003446698311741633
0.305,2.6155277559344923e-05,0.00033393789173052224
0.306,2.5085608675930484e-05,0.00032352537554778646
0.307,2.4058237271213015e-05,0.0003134232152167758
0.308,2.307154823833201e-05,0.000303622588201935
0.309,2.2123985942686934e-05,0.0002941149105674295
0.31,2.121405211324922e-05,0.0002848918308552362
0.311,2.0340303805756304e-05,0.00027594522411182815
0.312,1.95013514354295e-05,0.0002672671860599872
0.313,1.869585687694453e-05,0.0002588500274124846
0.314,1.7922531629442246e-05,0.0002506862683243134
0.315,1.718013504444863e-05,0.00024276863298035113
0.316,1.6467472614628724e-05,0.00023509004431527706
0.317,1.5783394321375507e-05,0.000227643618862756
0.318,1.5126793039287373e-05,0.00022042266173085006
0.319,1.4496602995659387e-05,0.00021342066170079642
0.32,1.3891798283163185e-05,0.0002066312864462442
0.321,1.3311391423957595e-05,0.00020004837787021017
0.322,1.275443198351879e-05,0.00019366594755697297
0.323,1.2220005232541908e-05,0.00018747817233628208
0.324,1.1707230855310176e-05,0.0001814793899572219
0.325,1.1215261702986727e-05,0.0001756640948692203
0.326,1.0743282590325914e-05,0.0001700269341076573
0.327,1.0290509134356397e-05,0.00016456270328167122
0.328,9.856186633627527e-06,0.00015926634266172961
0.329,9.439588986662516e-06,0.00015413293336466525
0.33,9.040017648298936e-06,0.00014915769363385117
0.331,8.656800622645768e-06,0.0001443359752123153
0.332,8.289291491421146e-06,0.00013966325980656978
0.333,7.93686847648057e-06,0.0001351351556390514
0.334,7.598933535378296e-06,0.0001307473940870466
0.335,7.274911488847285e-06,0.0001264958264060881
0.336,6.9642491791142384e-06,0.00012237642053579176
0.337,6.666414658006131e-06,0.00011838525798620758
0.338,6.380896403834016e-06,0.00011451853080274356
0.339,6.107202566077268e-06,0.00011077253860782154
0.34,5.844860236919034e-06,0.00010714368571740887
0.341,5.593414748718702e-06,0.00010362847833066638
0.342,5.352428996533186e-06,0.00010022352179093927
0.343,5.121482784831649e-06,9.692551791640884e-05
0.34400000000000003,4.9001721975727e-06,9.373126239871077e-05
0.34500000000000003,4.688108990843886e-06,9.063764226791221e-05
0.34600000000000003,4.484920007286258e-06,8.764163342222958e-05
0.34700000000000003,4.2902466115555645e-06,8.474029822095031e-05
0.34800000000000003,4.1037441460933016e-06,8.193078313901316e-05
0.34900000000000003,3.9250814065077094e-06,7.921031648177885e-05
0.35000000000000003,3.753940135885223e-06,7.657620615851511e-05
0.35100000000000003,3.590014537378029e-06,7.402583751319349e-05
0.352,3.433010804432571e-06,7.155667121118889e-05
0.353,3.28264666804725e-06,6.916624118054004e-05
0.354,3.138650960466083e-06,6.685215260643155e-05
0.355,3.0007631947360185e-06,6.461207997760643e-05
0.356,2.8687331595741993e-06,6.244376518343991e-05
0.357,2.7423205290101e-06,6.0345015660436204e-05
0.358,2.6212944862853806e-06,5.8313702586938534e-05
0.359,2.505433361511629e-06,5.634775912486993e-05
0.36,2.3945242826029527e-06,5.444517870735018e-05
0.361,2.288362839016631e-06,5.260401337106036e-05
0.362,2.186752757850759e-06,5.082237213225289e-05
0.363,2.0895055918630344e-06,4.909841940533024e-05
0.364,1.9964404189895678e-06,4.743037346294045e-05
0.365,1.907383552956844e-06,4.581650493656221e-05
0.366,1.822168264593756e-06,4.425513535657575e-05
0.367,1.740634513463976e-06,4.27446357308395e-05
0.368,1.662628689451837e-06,4.1283425160815114e-05
0.369,1.5880033639473925e-06,3.986996949430588e-05
0.37,1.516617050288402e-06,3.8502780013895425e-05
0.371,1.448333973128684e-06,3.7180412160194896e-05
0.372,1.3830238464135836e-06,3.590146428902784e-05
0.373,1.3205616596542434e-06,3.466457646170238e-05
0.374,1.2608274722029453e-06,3.346842926754037e-05
0.375,1.2037062152420223e-06,3.2311742677852644e-05
0.376,1.149087501208741e-06,3.119327493056877e-05
0.377,1.0968654403881196e-06,3.0111821444748326e-05
0.378,1.0469384644149122e-06,2.906621376421907e-05
0.379,9.992091564349271e-07,2.8055318529605214e-05
0.38,9.53584087684515e-07,2.70780364780266e-05
0.381,9.099736602554195e-07,2.6133301469766575e-05
0.382,8.682919558202778e-07,2.5220079541223216e-05
0.383,8.284565901018804e-07,2.4337367983474795e-05
0.384,7.903885728768581e-07,2.3484194445806435e-05
0.385,7.540121733117737e-07,2.265961606356056e-05
0.386,7.192547904366633e-07,2.1862718609688927e-05
0.387,6.860468285678972e-07,2.109261566939912e-05
0.388,6.543215774988317e-07,2.034844783730284e-05
0.389,6.240150972831058e-07,1.9629381936487718e-05
0.39,5.950661074415934e-07,1.8934610258948252e-05
0.391,5.67415880429986e-07,1.826334982682522e-05
0.392,5.410081392097331e-07,1.7614841673916104e-05
0.393,5.157889587706304e-07,1.6988350146932205e-05
0.394,4.917066714587196e-07,1.6383162225990852e-05
0.395,4.6871177596835596e-07,1.579858686384353e-05
0.396,4.467568498623148e-07,1.5233954343352865e-05
0.397,4.257964654886542e-07,1.4688615652743453e-05
0.398,4.057871091677305e-07,1.4161941878162934e-05
0.399,3.866871035272852e-07,1.3653323613101202e-05
0.4,3.684565328678885e-07,1.3162170384226703e-05
0.401,3.510571714452399e-07,1.268791009320956e-05
0.402,3.344524145599018e-07,1.2229988474111912e-05
0.403,3.186072123489738e-07,1.1787868565936167e-05
0.404,3.0348800617801207e-07,1.136103019993197e-05
0.405,2.890626675351681e-07,1.094896950127259e-05
0.406,2.753004393330589e-07,1.055119840472102e-05
0.40700000000000003,2.621718795273013e-07,1.0167244183915581e-05
0.40800000000000003,2.496488069639422e-07,9.79664899391393e-06
0.40900000000000003,2.3770424937120213e-07,9.438969426643452e-06
0.41000000000000003,2.263123934140262e-07,9.093776078914723e-06
0.41100000000000003,2.1544853673290296e-07,8.760653132663353e-06
0.41200000000000003,2.0508904189127822e-07,8.43919794709386e-06
0.41300000000000003,1.9521129215865524e-07,8.129020662407426e-06
0.41400000000000003,1.8579364905914116e-07,7.829743814803366e-06
0.41500000000000004,1.7681541161777495e-07,7.5410019624519255e-06
0.41600000000000004,1.6825677723945672e-07,7.2624413221436685e-06
0.417,1.6009880415769587e-07,6.993719416328125e-06
0.418,1.5232337539270964e-07,6.734504730261672e-06
0.419,1.449131641606287e-07,6.48447637899148e-06
0.42,1.378516006777436e-07,6.243323783910102e-06
0.421,1.3112284030574986e-07,6.010746358620236e-06
0.422,1.2471173298603324e-07,5.786453203858545e-06
0.423,1.1860379391287435e-07,5.570162811230582e-06
0.424,1.1278517539741177e-07,5.361602775518529e-06
0.425,1.0724263987590725e-07,5.160509515326308e-06
0.426,1.0196353401767865e-07,4.966628001835782e-06
0.427,9.693576388965279e-08,4.779711495450546e-06
0.428,9.214777113618269e-08,4.59952129011249e-06
0.429,8.758851013425098e-08,4.425826465078995e-06
0.43,8.324742608575187e-08,4.2584036439568494e-06
0.431,7.911443400991929e-08,4.0970367607915975e-06
0.432,7.517989860042668e-08,3.941516833018776e-06
0.433,7.143461491296334e-08,3.791641741086083e-06
0.434,6.78697898504453e-08,3.6472160145628084e-06
0.435,6.447702441420839e-08,3.508050624555408e-06
0.436,6.124829669078702e-08,3.3739627822549642e-06
0.437,5.8175945544988115e-08,3.2447757434447576e-06
0.438,5.5252654991134534e-08,3.1203186188026637e-06
0.439,5.247143921538059e-08,3.000426189835494e-06
0.44,4.982562822308251e-08,2.88493873028853e-06
0.441,4.7308854086161876e-08,2.7737018328758343e-06
0.442,4.4915037766402264e-08,2.666566241182705e-06
0.443,4.263837649150632e-08,2.563387686593915e-06
0.444,4.0473331661669346e-08,2.4640267301068293e-06
0.445,3.841461726524965e-08,2.368348608890698e-06
0.446,3.645718878297648e-08,2.276223087458569e-06
0.447,3.459623256090153e-08,2.1875243133204057e-06
0.448,3.282715563309746e-08,2.1021306769908444e-06
0.449,3.114557597581694e-08,2.0199246762270972e-06
0.45,2.9547313175564542e-08,1.940792784377096e-06
0.451,2.802837949419258e-08,1.8646253227199488e-06
0.452,2.6584971314816097e-08,1.7913163366851447e-06
0.453,2.521346095295351e-08,1.720763475838826e-06
0.454,2.391038881793255e-08,1.6528678775295713e-06
0.455,2.2672455910168102e-08,1.5875340540879653e-06
0.456,2.1496516640504618e-08,1.5246697834780999e-06
0.457,2.0379571958341295e-08,1.4641860033009364e-06
0.458,1.9318762775800563e-08,1.4059967080531052e-06
0.459,1.831136367568743e-08,1.3500188495464337e-06
0.46,1.7354776891489012e-08,1.2961722403969369e-06
0.461,1.6446526548114735e-08,1.2443794604936626e-06
0.462,1.5584253152541747e-08,1.1945657663610223e-06
0.463,1.4765708323948046e-08,1.1466590033298346e-06
0.464,1.3988749753344712e-08,1.1005895204353756e-06
0.465,1.325133638310585e-08,1.0562900879622488e-06
0.466,1.2551523797191106e-08,1.01369581755879e-06
0.467,1.1887459813214138e-08,9.727440848451841e-07
0.468,1.1257380267876591e-08,9.333744544421993e-07
0.46900000000000003,1.0659604987618837e-08,8.955286073488574e-07
0.47000000000000003,1.0092533936677076e-08,8.591502705999271e-07
0.47100000000000003,9.554643535043216e-09,8.241851491354842e-07
0.47200000000000003,9.044483139136428e-09,7.905808598172072e-07
0.47300000000000003,8.56067167827901e-09,7.582868675273752e-07
0.47400000000000003,8.101894440357773e-09,7.272544232888221e-07
0.47500000000000003,7.666900000314345e-09,6.974365043453484e-07
0.47600000000000003,7.254497285374282e-09,6.687877561442464e-07
0.47700000000000004,6.863552771167164e-09,6.41264436163787e-07
0.47800000000000004,6.492987803135685e-09,6.148243595305537e-07
0.47900000000000004,6.141776037855699e-09,5.894268463726467e-07
0.48,5.808940999115927e-09,5.650326708567019e-07
0.481,5.493553743812886e-09,5.416040118577602e-07
0.482,5.194730632925484e-09,5.191044052128156e-07
0.483,4.911631203025652e-09,4.974986975099846e-07
0.484,4.643456133972038e-09,4.767530013667836e-07
0.485,4.389445308613369e-09,4.5683465215224796e-07
0.486,4.148875960501883e-09,4.377121661089383e-07
0.487,3.921060905783846e-09,4.193551998321356e-07
0.488,3.7053468555941204e-09,4.0173451106474777e-07
0.489,3.501112805435388e-09,3.848219207676437e-07
0.49,3.3077684981700155e-09,3.685902764262868e-07
0.491,3.124752957394172e-09,3.5301341655566946e-07
0.492,2.9515330880996046e-09,3.3806613636664533e-07
0.493,2.7876023416589164e-09,3.2372415455782575e-07
0.494,2.6324794422953108e-09,3.0996408119824286e-07
0.495,2.4857071723178656e-09,2.9676338666699437e-07
0.496,2.3468512135186276e-09,2.841003716170672e-07
0.497,2.2154990422383755e-09,2.7195413793149274e-07
0.498,2.0912588757139778e-09,2.603045606409183e-07
0.499,1.9737586674220156e-09,2.4913226077258235e-07
0.5,1.862645149230957e-09,2.384185791015625e-07
