配件j,c_j,d_j,p_j,同半成品配件数,半成品平均单价,S,F_F,检测y
6,8,1,0.08009100859804928,2,10.0,190.64899416624274,2.1045587774581267,1
7,12,2,0.08009100859804928,2,10.0,190.64899416624274,2.1045587774581267,0
0,2,1,0.09013989568456782,3,7.333333333333333,246.83653693789114,16.274142676315847,1
1,8,1,0.09013989568456782,3,7.333333333333333,246.83653693789114,16.274142676315847,1
2,12,2,0.09013989568456782,3,7.333333333333333,246.83653693789114,16.274142676315847,1
3,2,1,0.09013989568456782,3,7.333333333333333,246.83653693789114,16.274142676315847,1
4,8,1,0.09013989568456782,3,7.333333333333333,246.83653693789114,16.274142676315847,1
5,12,2,0.09013989568456782,3,7.333333333333333,246.83653693789114,16.274142676315847,1
6,8,1,0.09013989568456782,2,10.0,246.83653693789114,16.274142676315847,1
7,12,2,0.09013989568456782,2,10.0,246.83653693789114,16.274142676315847,1
0,2,1,0.16126564210427857,3,7.333333333333333,160.06451655693502,17.152026998541686,1
1,8,1,0.16126564210427857,3,7.333333333333333,160.06451655693502,17.152026998541686,1
2,12,2,0.16126564210427857,3,7.333333333333333,160.06451655693502,17.152026998541686,1
3,2,1,0.16126564210427857,3,7.333333333333333,160.06451655693502,17.152026998541686,1
4,8,1,0.16126564210427857,3,7.333333333333333,160.06451655693502,17.152026998541686,1
5,12,2,0.16126564210427857,3,7.333333333333333,160.06451655693502,17.152026998541686,1
6,8,1,0.16126564210427857,2,10.0,160.06451655693502,17.152026998541686,1
7,12,2,0.16126564210427857,2,10.0,160.06451655693502,17.152026998541686,1
0,2,1,0.10418960885212365,3,7.333333333333333,215.80024739279344,3.6590459856741013,1
1,8,1,0.10418960885212365,3,7.333333333333333,215.80024739279344,3.6590459856741013,1
2,12,2,0.10418960885212365,3,7.333333333333333,215.80024739279344,3.6590459856741013,0
3,2,1,0.10418960885212365,3,7.333333333333333,215.80024739279344,3.6590459856741013,1
4,8,1,0.10418960885212365,3,7.333333333333333,215.80024739279344,3.6590459856741013,1
5,12,2,0.10418960885212365,3,7.333333333333333,215.80024739279344,3.6590459856741013,0
6,8,1,0.10418960885212365,2,10.0,215.80024739279344,3.6590459856741013,1
7,12,2,0.10418960885212365,2,10.0,215.80024739279344,3.6590459856741013,1
0,2,1,0.07252995936056779,3,7.333333333333333,239.79719142009833,12.62449280340875,1
1,8,1,0.07252995936056779,3,7.333333333333333,239.79719142009833,12.62449280340875,1
2,12,2,0.07252995936056779,3,7.333333333333333,239.79719142009833,12.62449280340875,0
3,2,1,0.07252995936056779,3,7.333333333333333,239.79719142009833,12.62449280340875,1
4,8,1,0.07252995936056779,3,7.333333333333333,239.79719142009833,12.62449280340875,1
5,12,2,0.07252995936056779,3,7.333333333333333,239.79719142009833,12.62449280340875,0
6,8,1,0.07252995936056779,2,10.0,239.79719142009833,12.62449280340875,1
7,12,2,0.07252995936056779,2,10.0,239.79719142009833,12.62449280340875,1
0,2,1,0.14075843807447772,3,7.333333333333333,220.17962388671654,20.94060682675807,1
1,8,1,0.14075843807447772,3,7.333333333333333,220.17962388671654,20.94060682675807,1
2,12,2,0.14075843807447772,3,7.333333333333333,220.17962388671654,20.94060682675807,0
3,2,1,0.14075843807447772,3,7.333333333333333,220.17962388671654,20.94060682675807,1
4,8,1,0.14075843807447772,3,7.333333333333333,220.17962388671654,20.94060682675807,1
5,12,2,0.14075843807447772,3,7.333333333333333,220.17962388671654,20.94060682675807,0
6,8,1,0.14075843807447772,2,10.0,220.17962388671654,20.94060682675807,1
7,12,2,0.14075843807447772,2,10.0,220.17962388671654,20.94060682675807,0
0,2,1,0.08593459427442851,3,7.333333333333333,194.27481279143797,4.707714630088877,1
1,8,1,0.08593459427442851,3,7.333333333333333,194.27481279143797,4.707714630088877,1
2,12,2,0.08593459427442851,3,7.333333333333333,194.27481279143797,4.707714630088877,0
3,2,1,0.08593459427442851,3,7.333333333333333,194.27481279143797,4.707714630088877,1
4,8,1,0.08593459427442851,3,7.333333333333333,194.27481279143797,4.707714630088877,1
5,12,2,0.08593459427442851,3,7.333333333333333,194.27481279143797,4.707714630088877,0
6,8,1,0.08593459427442851,2,10.0,194.27481279143797,4.707714630088877,1
7,12,2,0.08593459427442851,2,10.0,194.27481279143797,4.707714630088877,0
0,2,1,0.15076477439169275,3,7.333333333333333,183.04620896269773,26.474156732186124,1
1,8,1,0.15076477439169275,3,7.333333333333333,183.04620896269773,26.474156732186124,1
2,12,2,0.15076477439169275,3,7.333333333333333,183.04620896269773,26.474156732186124,1
3,2,1,0.15076477439169275,3,7.333333333333333,183.04620896269773,26.474156732186124,1
4,8,1,0.15076477439169275,3,7.333333333333333,183.04620896269773,26.474156732186124,1
5,12,2,0.15076477439169275,3,7.333333333333333,183.04620896269773,26.474156732186124,1
6,8,1,0.15076477439169275,2,10.0,183.04620896269773,26.474156732186124,1
7,12,2,0.15076477439169275,2,10.0,183.04620896269773,26.474156732186124,1
0,2,1,0.17676114813118293,3,7.333333333333333,253.94429882594775,27.30967006948595,1
1,8,1,0.17676114813118293,3,7.333333333333333,253.94429882594775,27.30967006948595,1
2,12,2,0.17676114813118293,3,7.333333333333333,253.94429882594775,27.30967006948595,1
3,2,1,0.17676114813118293,3,7.333333333333333,253.94429882594775,27.30967006948595,1
4,8,1,0.17676114813118293,3,7.333333333333333,253.94429882594775,27.30967006948595,1
5,12,2,0.17676114813118293,3,7.333333333333333,253.94429882594775,27.30967006948595,1
6,8,1,0.17676114813118293,2,10.0,253.94429882594775,27.30967006948595,1
7,12,2,0.17676114813118293,2,10.0,253.94429882594775,27.30967006948595,0
0,2,1,0.07886952424524986,3,7.333333333333333,252.0696253218977,17.465141654683386,1
1,8,1,0.07886952424524986,3,7.333333333333333,252.0696253218977,17.465141654683386,1
2,12,2,0.07886952424524986,3,7.333333333333333,252.0696253218977,17.465141654683386,1
3,2,1,0.07886952424524986,3,7.333333333333333,252.0696253218977,17.465141654683386,1
4,8,1,0.07886952424524986,3,7.333333333333333,252.0696253218977,17.465141654683386,1
5,12,2,0.07886952424524986,3,7.333333333333333,252.0696253218977,17.465141654683386,1
6,8,1,0.07886952424524986,2,10.0,252.0696253218977,17.465141654683386,1
7,12,2,0.07886952424524986,2,10.0,252.0696253218977,17.465141654683386,1
0,2,1,0.1462357557833721,3,7.333333333333333,212.66637019211888,12.536059411637764,1
1,8,1,0.1462357557833721,3,7.333333333333333,212.66637019211888,12.536059411637764,1
2,12,2,0.1462357557833721,3,7.333333333333333,212.66637019211888,12.536059411637764,1
3,2,1,0.1462357557833721,3,7.333333333333333,212.66637019211888,12.536059411637764,1
4,8,1,0.1462357557833721,3,7.333333333333333,212.66637019211888,12.536059411637764,1
5,12,2,0.1462357557833721,3,7.333333333333333,212.66637019211888,12.536059411637764,1
6,8,1,0.1462357557833721,2,10.0,212.66637019211888,12.536059411637764,1
7,12,2,0.1462357557833721,2,10.0,212.66637019211888,12.536059411637764,1
0,2,1,0.055708593003685865,3,7.333333333333333,246.3840688920198,15.096446070794691,1
1,8,1,0.055708593003685865,3,7.333333333333333,246.3840688920198,15.096446070794691,1
2,12,2,0.055708593003685865,3,7.333333333333333,246.3840688920198,15.096446070794691,0
3,2,1,0.055708593003685865,3,7.333333333333333,246.3840688920198,15.096446070794691,1
4,8,1,0.055708593003685865,3,7.333333333333333,246.3840688920198,15.096446070794691,1
5,12,2,0.055708593003685865,3,7.333333333333333,246.3840688920198,15.096446070794691,0
6,8,1,0.055708593003685865,2,10.0,246.3840688920198,15.096446070794691,1
7,12,2,0.055708593003685865,2,10.0,246.3840688920198,15.096446070794691,0
0,2,1,0.1626987379782392,3,7.333333333333333,152.77165578819364,12.42118763182571,1
1,8,1,0.1626987379782392,3,7.333333333333333,152.77165578819364,12.42118763182571,1
2,12,2,0.1626987379782392,3,7.333333333333333,152.77165578819364,12.42118763182571,0
3,2,1,0.1626987379782392,3,7.333333333333333,152.77165578819364,12.42118763182571,1
4,8,1,0.1626987379782392,3,7.333333333333333,152.77165578819364,12.42118763182571,1
5,12,2,0.1626987379782392,3,7.333333333333333,152.77165578819364,12.42118763182571,0
6,8,1,0.1626987379782392,2,10.0,152.77165578819364,12.42118763182571,0
7,12,2,0.1626987379782392,2,10.0,152.77165578819364,12.42118763182571,0
0,2,1,0.19507223530960516,3,7.333333333333333,222.3536803042366,13.990166898905477,1
1,8,1,0.19507223530960516,3,7.333333333333333,222.3536803042366,13.990166898905477,1
2,12,2,0.19507223530960516,3,7.333333333333333,222.3536803042366,13.990166898905477,1
3,2,1,0.19507223530960516,3,7.333333333333333,222.3536803042366,13.990166898905477,1
4,8,1,0.19507223530960516,3,7.333333333333333,222.3536803042366,13.990166898905477,1
5,12,2,0.19507223530960516,3,7.333333333333333,222.3536803042366,13.990166898905477,1
6,8,1,0.19507223530960516,2,10.0,222.3536803042366,13.990166898905477,1
7,12,2,0.19507223530960516,2,10.0,222.3536803042366,13.990166898905477,1
0,2,1,0.10163160004940394,3,7.333333333333333,214.9320080518686,21.143162453507223,1
1,8,1,0.10163160004940394,3,7.333333333333333,214.9320080518686,21.143162453507223,1
2,12,2,0.10163160004940394,3,7.333333333333333,214.9320080518686,21.143162453507223,1
3,2,1,0.10163160004940394,3,7.333333333333333,214.9320080518686,21.143162453507223,1
4,8,1,0.10163160004940394,3,7.333333333333333,214.9320080518686,21.143162453507223,1
5,12,2,0.10163160004940394,3,7.333333333333333,214.9320080518686,21.143162453507223,1
6,8,1,0.10163160004940394,2,10.0,214.9320080518686,21.143162453507223,1
7,12,2,0.10163160004940394,2,10.0,214.9320080518686,21.143162453507223,1
0,2,1,0.1647871074917784,3,7.333333333333333,250.00972453896054,6.229743786150834,1
1,8,1,0.1647871074917784,3,7.333333333333333,250.00972453896054,6.229743786150834,1
2,12,2,0.1647871074917784,3,7.333333333333333,250.00972453896054,6.229743786150834,1
3,2,1,0.1647871074917784,3,7.333333333333333,250.00972453896054,6.229743786150834,1
4,8,1,0.1647871074917784,3,7.333333333333333,250.00972453896054,6.229743786150834,1
5,12,2,0.1647871074917784,3,7.333333333333333,250.00972453896054,6.229743786150834,1
6,8,1,0.1647871074917784,2,10.0,250.00972453896054,6.229743786150834,1
7,12,2,0.1647871074917784,2,10.0,250.00972453896054,6.229743786150834,1
0,2,1,0.1629466255396631,3,7.333333333333333,239.15795133489695,5.8293934431922825,1
1,8,1,0.1629466255396631,3,7.333333333333333,239.15795133489695,5.8293934431922825,1
2,12,2,0.1629466255396631,3,7.333333333333333,239.15795133489695,5.8293934431922825,1
3,2,1,0.1629466255396631,3,7.333333333333333,239.15795133489695,5.8293934431922825,1
4,8,1,0.1629466255396631,3,7.333333333333333,239.15795133489695,5.8293934431922825,1
5,12,2,0.1629466255396631,3,7.333333333333333,239.15795133489695,5.8293934431922825,1
6,8,1,0.1629466255396631,2,10.0,239.15795133489695,5.8293934431922825,1
7,12,2,0.1629466255396631,2,10.0,239.15795133489695,5.8293934431922825,1
0,2,1,0.052140678452691595,3,7.333333333333333,219.13081426529197,24.204662426744953,1
1,8,1,0.052140678452691595,3,7.333333333333333,219.13081426529197,24.204662426744953,1
2,12,2,0.052140678452691595,3,7.333333333333333,219.13081426529197,24.204662426744953,0
3,2,1,0.052140678452691595,3,7.333333333333333,219.13081426529197,24.204662426744953,1
4,8,1,0.052140678452691595,3,7.333333333333333,219.13081426529197,24.204662426744953,1
5,12,2,0.052140678452691595,3,7.333333333333333,219.13081426529197,24.204662426744953,0
6,8,1,0.052140678452691595,2,10.0,219.13081426529197,24.204662426744953,1
7,12,2,0.052140678452691595,2,10.0,219.13081426529197,24.204662426744953,1
0,2,1,0.08396352240457161,3,7.333333333333333,171.837326279194,12.167554615409845,1
1,8,1,0.08396352240457161,3,7.333333333333333,171.837326279194,12.167554615409845,0
2,12,2,0.08396352240457161,3,7.333333333333333,171.837326279194,12.167554615409845,0
3,2,1,0.08396352240457161,3,7.333333333333333,171.837326279194,12.167554615409845,1
4,8,1,0.08396352240457161,3,7.333333333333333,171.837326279194,12.167554615409845,0
5,12,2,0.08396352240457161,3,7.333333333333333,171.837326279194,12.167554615409845,0
6,8,1,0.08396352240457161,2,10.0,171.837326279194,12.167554615409845,0
7,12,2,0.08396352240457161,2,10.0,171.837326279194,12.167554615409845,0
0,2,1,0.19221860921162226,3,7.333333333333333,213.06659893722332,11.521905887783515,1
1,8,1,0.19221860921162226,3,7.333333333333333,213.06659893722332,11.521905887783515,1
2,12,2,0.19221860921162226,3,7.333333333333333,213.06659893722332,11.521905887783515,1
3,2,1,0.19221860921162226,3,7.333333333333333,213.06659893722332,11.521905887783515,1
4,8,1,0.19221860921162226,3,7.333333333333333,213.06659893722332,11.521905887783515,1
5,12,2,0.19221860921162226,3,7.333333333333333,213.06659893722332,11.521905887783515,1
6,8,1,0.19221860921162226,2,10.0,213.06659893722332,11.521905887783515,1
7,12,2,0.19221860921162226,2,10.0,213.06659893722332,11.521905887783515,1
0,2,1,0.11667173144706701,3,7.333333333333333,257.84342259686485,16.43463473497559,1
1,8,1,0.11667173144706701,3,7.333333333333333,257.84342259686485,16.43463473497559,1
2,12,2,0.11667173144706701,3,7.333333333333333,257.84342259686485,16.43463473497559,1
3,2,1,0.11667173144706701,3,7.333333333333333,257.84342259686485,16.43463473497559,1
4,8,1,0.11667173144706701,3,7.333333333333333,257.84342259686485,16.43463473497559,1
5,12,2,0.11667173144706701,3,7.333333333333333,257.84342259686485,16.43463473497559,1
6,8,1,0.11667173144706701,2,10.0,257.84342259686485,16.43463473497559,1
7,12,2,0.11667173144706701,2,10.0,257.84342259686485,16.43463473497559,1
0,2,1,0.16141511273225595,3,7.333333333333333,213.87181502381048,13.946186107415233,1
1,8,1,0.16141511273225595,3,7.333333333333333,213.87181502381048,13.946186107415233,1
2,12,2,0.16141511273225595,3,7.333333333333333,213.87181502381048,13.946186107415233,1
3,2,1,0.16141511273225595,3,7.333333333333333,213.87181502381048,13.946186107415233,1
4,8,1,0.16141511273225595,3,7.333333333333333,213.87181502381048,13.946186107415233,1
5,12,2,0.16141511273225595,3,7.333333333333333,213.87181502381048,13.946186107415233,1
6,8,1,0.16141511273225595,2,10.0,213.87181502381048,13.946186107415233,1
7,12,2,0.16141511273225595,2,10.0,213.87181502381048,13.946186107415233,1
0,2,1,0.18841393642527016,3,7.333333333333333,157.55868873340478,14.039912133232566,1
1,8,1,0.18841393642527016,3,7.333333333333333,157.55868873340478,14.039912133232566,1
2,12,2,0.18841393642527016,3,7.333333333333333,157.55868873340478,14.039912133232566,1
3,2,1,0.18841393642527016,3,7.333333333333333,157.55868873340478,14.039912133232566,1
4,8,1,0.18841393642527016,3,7.333333333333333,157.55868873340478,14.039912133232566,1
5,12,2,0.18841393642527016,3,7.333333333333333,157.55868873340478,14.039912133232566,1
6,8,1,0.18841393642527016,2,10.0,157.55868873340478,14.039912133232566,1
7,12,2,0.18841393642527016,2,10.0,157.55868873340478,14.039912133232566,1
0,2,1,0.08764988699971374,3,7.333333333333333,238.66430619883198,20.941193599960616,1
1,8,1,0.08764988699971374,3,7.333333333333333,238.66430619883198,20.941193599960616,1
2,12,2,0.08764988699971374,3,7.333333333333333,238.66430619883198,20.941193599960616,1
3,2,1,0.08764988699971374,3,7.333333333333333,238.66430619883198,20.941193599960616,1
4,8,1,0.08764988699971374,3,7.333333333333333,238.66430619883198,20.941193599960616,1
5,12,2,0.08764988699971374,3,7.333333333333333,238.66430619883198,20.941193599960616,1
6,8,1,0.08764988699971374,2,10.0,238.66430619883198,20.941193599960616,1
7,12,2,0.08764988699971374,2,10.0,238.66430619883198,20.941193599960616,1
0,2,1,0.19573410626923704,3,7.333333333333333,186.59496051324572,13.151715671022377,1
1,8,1,0.19573410626923704,3,7.333333333333333,186.59496051324572,13.151715671022377,1
2,12,2,0.19573410626923704,3,7.333333333333333,186.59496051324572,13.151715671022377,0
3,2,1,0.19573410626923704,3,7.333333333333333,186.59496051324572,13.151715671022377,1
4,8,1,0.19573410626923704,3,7.333333333333333,186.59496051324572,13.151715671022377,1
5,12,2,0.19573410626923704,3,7.333333333333333,186.59496051324572,13.151715671022377,0
6,8,1,0.19573410626923704,2,10.0,186.59496051324572,13.151715671022377,1
7,12,2,0.19573410626923704,2,10.0,186.59496051324572,13.151715671022377,0
0,2,1,0.0819362292463009,3,7.333333333333333,250.70108368362992,25.524726880434912,1
1,8,1,0.0819362292463009,3,7.333333333333333,250.70108368362992,25.524726880434912,1
2,12,2,0.0819362292463009,3,7.333333333333333,250.70108368362992,25.524726880434912,0
3,2,1,0.0819362292463009,3,7.333333333333333,250.70108368362992,25.524726880434912,1
4,8,1,0.0819362292463009,3,7.333333333333333,250.70108368362992,25.524726880434912,1
5,12,2,0.0819362292463009,3,7.333333333333333,250.70108368362992,25.524726880434912,0
6,8,1,0.0819362292463009,2,10.0,250.70108368362992,25.524726880434912,1
7,12,2,0.0819362292463009,2,10.0,250.70108368362992,25.524726880434912,0
0,2,1,0.12187947423344374,3,7.333333333333333,215.41533575371062,20.45970018505377,1
1,8,1,0.12187947423344374,3,7.333333333333333,215.41533575371062,20.45970018505377,1
2,12,2,0.12187947423344374,3,7.333333333333333,215.41533575371062,20.45970018505377,1
3,2,1,0.12187947423344374,3,7.333333333333333,215.41533575371062,20.45970018505377,1
4,8,1,0.12187947423344374,3,7.333333333333333,215.41533575371062,20.45970018505377,1
5,12,2,0.12187947423344374,3,7.333333333333333,215.41533575371062,20.45970018505377,1
6,8,1,0.12187947423344374,2,10.0,215.41533575371062,20.45970018505377,1
7,12,2,0.12187947423344374,2,10.0,215.41533575371062,20.45970018505377,1
0,2,1,0.11987600525916875,3,7.333333333333333,219.09109403513975,19.786333149191968,1
1,8,1,0.11987600525916875,3,7.333333333333333,219.09109403513975,19.786333149191968,0
2,12,2,0.11987600525916875,3,7.333333333333333,219.09109403513975,19.786333149191968,0
3,2,1,0.11987600525916875,3,7.333333333333333,219.09109403513975,19.786333149191968,1
4,8,1,0.11987600525916875,3,7.333333333333333,219.09109403513975,19.786333149191968,0
5,12,2,0.11987600525916875,3,7.333333333333333,219.09109403513975,19.786333149191968,0
6,8,1,0.11987600525916875,2,10.0,219.09109403513975,19.786333149191968,0
7,12,2,0.11987600525916875,2,10.0,219.09109403513975,19.786333149191968,0
0,2,1,0.11172752352469625,3,7.333333333333333,234.04330972823155,24.82621007216961,1
1,8,1,0.11172752352469625,3,7.333333333333333,234.04330972823155,24.82621007216961,1
2,12,2,0.11172752352469625,3,7.333333333333333,234.04330972823155,24.82621007216961,1
3,2,1,0.11172752352469625,3,7.333333333333333,234.04330972823155,24.82621007216961,1
4,8,1,0.11172752352469625,3,7.333333333333333,234.04330972823155,24.82621007216961,1
5,12,2,0.11172752352469625,3,7.333333333333333,234.04330972823155,24.82621007216961,1
6,8,1,0.11172752352469625,2,10.0,234.04330972823155,24.82621007216961,1
7,12,2,0.11172752352469625,2,10.0,234.04330972823155,24.82621007216961,1
0,2,1,0.18700322922965684,3,7.333333333333333,238.22402357970122,26.57535826618694,1
1,8,1,0.18700322922965684,3,7.333333333333333,238.22402357970122,26.57535826618694,1
2,12,2,0.18700322922965684,3,7.333333333333333,238.22402357970122,26.57535826618694,1
3,2,1,0.18700322922965684,3,7.333333333333333,238.22402357970122,26.57535826618694,1
4,8,1,0.18700322922965684,3,7.333333333333333,238.22402357970122,26.57535826618694,1
5,12,2,0.18700322922965684,3,7.333333333333333,238.22402357970122,26.57535826618694,1
6,8,1,0.18700322922965684,2,10.0,238.22402357970122,26.57535826618694,1
7,12,2,0.18700322922965684,2,10.0,238.22402357970122,26.57535826618694,1
0,2,1,0.05699783569308308,3,7.333333333333333,153.33177173247623,2.5660360539721125,1
1,8,1,0.05699783569308308,3,7.333333333333333,153.33177173247623,2.5660360539721125,0
2,12,2,0.05699783569308308,3,7.333333333333333,153.33177173247623,2.5660360539721125,0
3,2,1,0.05699783569308308,3,7.333333333333333,153.33177173247623,2.5660360539721125,1
4,8,1,0.05699783569308308,3,7.333333333333333,153.33177173247623,2.5660360539721125,1
5,12,2,0.05699783569308308,3,7.333333333333333,153.33177173247623,2.5660360539721125,0
6,8,1,0.05699783569308308,2,10.0,153.33177173247623,2.5660360539721125,1
7,12,2,0.05699783569308308,2,10.0,153.33177173247623,2.5660360539721125,0
0,2,1,0.07812550015339499,3,7.333333333333333,212.3761400223935,3.0916035489252702,1
1,8,1,0.07812550015339499,3,7.333333333333333,212.3761400223935,3.0916035489252702,1
2,12,2,0.07812550015339499,3,7.333333333333333,212.3761400223935,3.0916035489252702,0
3,2,1,0.07812550015339499,3,7.333333333333333,212.3761400223935,3.0916035489252702,1
4,8,1,0.07812550015339499,3,7.333333333333333,212.3761400223935,3.0916035489252702,1
5,12,2,0.07812550015339499,3,7.333333333333333,212.3761400223935,3.0916035489252702,0
6,8,1,0.07812550015339499,2,10.0,212.3761400223935,3.0916035489252702,1
7,12,2,0.07812550015339499,2,10.0,212.3761400223935,3.0916035489252702,0
0,2,1,0.15168105628509643,3,7.333333333333333,152.31828898882802,10.695965517489457,1
1,8,1,0.15168105628509643,3,7.333333333333333,152.31828898882802,10.695965517489457,1
2,12,2,0.15168105628509643,3,7.333333333333333,152.31828898882802,10.695965517489457,1
3,2,1,0.15168105628509643,3,7.333333333333333,152.31828898882802,10.695965517489457,1
4,8,1,0.15168105628509643,3,7.333333333333333,152.31828898882802,10.695965517489457,1
5,12,2,0.15168105628509643,3,7.333333333333333,152.31828898882802,10.695965517489457,1
6,8,1,0.15168105628509643,2,10.0,152.31828898882802,10.695965517489457,1
7,12,2,0.15168105628509643,2,10.0,152.31828898882802,10.695965517489457,1
0,2,1,0.17173811041201265,3,7.333333333333333,222.38286897728983,19.101021997178734,1
1,8,1,0.17173811041201265,3,7.333333333333333,222.38286897728983,19.101021997178734,1
2,12,2,0.17173811041201265,3,7.333333333333333,222.38286897728983,19.101021997178734,1
3,2,1,0.17173811041201265,3,7.333333333333333,222.38286897728983,19.101021997178734,1
4,8,1,0.17173811041201265,3,7.333333333333333,222.38286897728983,19.101021997178734,1
5,12,2,0.17173811041201265,3,7.333333333333333,222.38286897728983,19.101021997178734,1
6,8,1,0.17173811041201265,2,10.0,222.38286897728983,19.101021997178734,1
7,12,2,0.17173811041201265,2,10.0,222.38286897728983,19.101021997178734,1
0,2,1,0.055952962768850006,3,7.333333333333333,238.18308456010607,28.88198567673293,1
1,8,1,0.055952962768850006,3,7.333333333333333,238.18308456010607,28.88198567673293,1
